"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-04","unknown","","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-09-03","unknown","","","","",""
"","5925","ABC-1.7 Order default card design","Business Cards - Assign Physical card","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Portfolio (iOS/Android)","","2026-09-02","unknown","","","","",""
"","5339","FC-1.3 Unfreeze card and verify Freeze action","Card freeze/unfreeze - Joint account","2026-09-05","passed","2026-09-05","","","",""
"","","User can open Pay tab","Bank Transfer - Individual","2026-02-17","unknown","","","","",""
"","14001","HS-SA-1.2 Spend Analytics section is visible","Home Screen - Spend Analytics","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","17769","BCCL-2.4 Verify ""User card limit reached"" for physical cards (TC1747)","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-08-25","broken","2026-08-25","","","",""
"","","""before all"" hook for Bank Transfer - P2P Individual","","2026-09-16","unknown","","","","",""
"","13524","BCT-2.5 Select self (Dmytro Kertys) as assignee","Business Cards - Create and Terminate Own Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","325577","creates a new individual account through mobile verification","Onboarding - account creation","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Business Cards - Assign Physical card","","2026-07-21","unknown","","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-08-22","unknown","","","","",""
"","147","BCCL-2.5 Verify ""User Limit Reached"" for physical cards (TC1747)","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-08-05","passed","2026-08-05","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-05-26","unknown","","","","",""
"","22729","BCCL-1.4 Select Self as assignee","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-08-25","broken","2026-08-25","","","",""
"","14","3DS2-1.12 Verify screen layout and formatting","3DS2 Authentication","2026-07-02","skipped","2026-07-02","","","",""
"","365","AFBT-2.9 Verify wallet identifier is displayed","Add Funds - Bank Transfer - Wallet Manager","2026-08-25","passed","2026-08-25","","","",""
"","5879","BCW-1.3 Tap Assign Card button","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","8217","CPA-1.4 Check alert surface and create the configured rule (Android)","Price Alerts (iOS/Android)","2026-09-05","passed","2026-09-05","","","",""
"","6801","BCF-1.4 Freeze the card (TC1738)","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-09-03","passed","2026-09-03","","","",""
"","16436","BCW-1.1 Open More → Administration (TC1717/TC1718/TC1719)","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","28283","AB-USD-1.10 Enter beneficiary address and continue","Add Beneficiary - Another person (USD) - step by step","2026-09-04","broken","2026-09-04","","","",""
"","","""before all"" hook for Home Search - Individual","","2026-09-18","unknown","","","","",""
"","17333","BCW-1.7 Tap Add New Wallet","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-08-04","broken","2026-08-04","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-07-01","unknown","","","","",""
"","518","TX-1.2 Verify Recent Activity section is visible","Transactions","2026-09-04","passed","2026-09-04","","","",""
"","6542","AB-USD-1.8 Enter account number","Add Beneficiary - Another person (USD) - step by step","2026-08-19","passed","2026-08-19","","","",""
"","3945","CB-1.10 (TC505) Complete SWIFT payment and verify success","Cross-Border Payment - SWIFT (Android)","2026-08-11","passed","2026-08-11","","","",""
"","6484","BCT-2.12 Verify terminated card appears in Inactive tab (TC1741)","Business Cards - Create and Terminate Own Virtual Card","2026-09-02","passed","2026-09-02","","","",""
"","929","BCW-1.2 Verify Manage Cards screen is displayed","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for Add Funds","","2026-09-05","unknown","","","","",""
"","254017","LAUNCH-1.1 Login flow and Home Screen verification","Matrix - Smoke","2026-09-17","passed","2026-09-17","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-09-04","unknown","","","","",""
"","","""before all"" hook for Bank Transfer - P2P Individual","","2026-09-17","unknown","","","","",""
"","4827","BCF-1.6 Unfreeze the card (TC1739)","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","","""before all"" hook for Business Cards - Card Limit Reached (TC1745/TC1747)","","2026-09-03","unknown","","","","",""
"","","""before all"" hook for Bank Transfer - SWIFT Individual","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Business Cards - Create and Terminate Own Virtual Card","","2026-09-02","unknown","","","","",""
"","306096","ABS-1.3 Complete OTP and verify success (Android)","Add Beneficiary - Another person","2026-09-17","broken","2026-09-17","","","",""
"","9529","BCAS-1.1 Open Cards tab","Business Cards - Admin Self-Assign Card Blocked","2026-09-02","passed","2026-09-02","","","",""
"","1020","BCW-1.10 Enter wallet name ""AutoWallet_050136""","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-08-04","passed","2026-08-04","","","",""
"","5859","ABC-1.8 Verify success modal and close","Business Cards - Assign Physical card","2026-07-22","passed","2026-07-22","","","",""
"","1","P2P-1.4 Verify transaction on Home (iOS)","Bank Transfer - P2P Individual","2026-09-16","skipped","2026-09-16","","","",""
"","17057","PO-1.5 Verify Sell available after buying (Android)","Orders (iOS/Android)","2026-09-05","broken","2026-09-05","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-06-04","unknown","","","","",""
"","32952","CF-1.1 Freeze and unfreeze active physical card","Card freeze/unfreeze - Joint account","2026-09-17","passed","2026-09-17","","","",""
"","152133","Home search returns Carlos Cat for query ""cat""","Home Search - Individual","2026-06-09","passed","2026-06-09","","","",""
"","36837","SWIFT-1.3 Verify transaction on Home (Android)","Bank Transfer - SWIFT Individual","2026-09-17","passed","2026-09-17","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-09-04","unknown","","","","",""
"","","""before all"" hook for Cash Funds (Mobile)","","2026-08-21","unknown","","","","",""
"","5512","ABC-1.4 Select Physical Card type","Business Cards - Assign Physical card","2026-09-03","passed","2026-09-03","","","",""
"","","""before all"" hook for Orders (iOS)","","2026-04-28","unknown","","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","37587","HS-1.2 Account holder header is displayed","Home Screen - Individual","2026-09-05","passed","2026-09-05","","","",""
"","5623","AFBT-2.4 Open Wallet Manager from Bank Transfer screen","Add Funds - Bank Transfer - Wallet Manager","2026-08-25","passed","2026-08-25","","","",""
"","1045","AFBT-2.7 Verify wallet currency is displayed correctly","Add Funds - Bank Transfer - Wallet Manager","2026-08-19","passed","2026-08-19","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-05-26","unknown","","","","",""
"","59389","Android: add beneficiary (Another person)","Add Beneficiary - Another person","2026-02-26","skipped","2026-02-26","","","",""
"","556","BCW-1.7 Verify Select Wallet sheet is displayed","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for Portfolio (iOS/Android)","","2026-08-18","unknown","","","","",""
"","1","PO-1.9 Verify Sell is available after buying (Android)","Orders (iOS/Android)","2026-09-05","skipped","2026-09-05","","","",""
"","","""before all"" hook for Card freeze/unfreeze - Joint account","","2026-09-16","unknown","","","","",""
"","16","3DS2-1.7 Verify pending transaction message","3DS2 Authentication","2026-07-02","skipped","2026-07-02","","","",""
"","","""before all"" hook for Cash Funds (Mobile)","","2026-07-14","unknown","","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-04","unknown","","","","",""
"","11268","BCT-2.11 Terminate the virtual card (TC1740)","Business Cards - Create and Terminate Own Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","4","ABS-1.2 Fill beneficiary details and confirm review (iOS)","Add Beneficiary - Another person","2026-09-13","skipped","2026-09-13","","","",""
"","125251","Send P2P by slide (11 EUR)","Bank Transfer - Individual","2026-04-05","passed","2026-04-05","","","",""
"","7507","CF-1.1 Open Cash Funds from Invest -> Discover","Cash Funds (Mobile)","2026-09-17","passed","2026-09-17","","","",""
"","70","VOP-2.2 VOP result label shows a valid result","VOP - Beneficiary Creation (Android)","2026-08-10","passed","2026-08-10","","","",""
"","","""before all"" hook for Home Screen - Individual","","2026-09-09","unknown","","","","",""
"","1153","HS-1.4 Home action buttons are checked","Home Screen - Individual","2026-09-05","passed","2026-09-05","","","",""
"","2984","BCF-1.3 Open Dmytri Kerteusz card details","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","82373","adds instrument to watchlist (from existing list)","Watchlist (iOS/Android)","2026-05-22","passed","2026-05-22","","","",""
"","","""before all"" hook for Personal Details — read-only verification (TC1535-1546)","","2026-09-08","unknown","","","","",""
"","","""before all"" hook for Business Cards - Card Limit Reached (TC1745/TC1747)","","2026-08-05","unknown","","","","",""
"","800","BCAS-1.3 Verify admin self-assign blocked popup appears","Business Cards - Admin Self-Assign Card Blocked","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for Watchlist (iOS/Android)","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Portfolio (iOS/Android)","","2026-09-16","unknown","","","","",""
"","176798","Send SEPA by slide (11 EUR)","Bank Transfer - Individual - SEPA","2026-09-04","broken","2026-09-04","","","",""
"","51050","VOP-1.1 Navigate to SWIFT Review Payment","VOP - SWIFT","2026-08-10","broken","2026-08-10","","","",""
"","","""before all"" hook for Orders (iOS)","","2026-04-27","unknown","","","","",""
"","274353","creates a new individual account through mobile verification","Onboarding - Android account creation","2026-05-28","passed","2026-05-28","","","",""
"","257016","Send SWIFT by slide (11)","Bank Transfer - Individual - SWIFT","2026-08-17","broken","2026-08-17","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-04","unknown","","","","",""
"","2","ATU-1.4 Find the rule, delete it and verify absence","Auto Top-Up","2026-09-18","skipped","2026-09-18","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-25","unknown","","","","",""
"","17674","BCCL-1.5 Verify ""User Limit Reached"" for virtual cards (TC1745)","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-08-25","broken","2026-08-25","","","",""
"","","""before all"" hook for Portfolio (iOS/Android)","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Watchlist (iOS/Android)","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Home Screen - Individual","","2026-09-16","unknown","","","","",""
"","10104","HM-STORY-1.5 Verify Storyly widget does not overlap other sections","Home Screen - Storyly widget","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Card Management - Joint account","","2026-07-29","unknown","","","","",""
"","4","exchanges from EUR to Dollar wallet and verifies Exchanged to USD on home","FX Exchange - iOS","2026-03-31","skipped","2026-03-31","","","",""
"","604","BCW-1.7 Verify Select Wallet sheet is displayed","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","79673","opens Cash Funds from Invest -> Discover","Cash Funds (Mobile)","2026-05-28","passed","2026-05-28","","","",""
"","7556","BCF-1.3 Open Dmytri Kerteusz card details","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-09-03","passed","2026-09-03","","","",""
"","8075","AB-USD-1.8 Enter account number","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","343","AFBT-2.5 Verify Wallet Manager screen loads successfully","Add Funds - Bank Transfer - Wallet Manager","2026-08-19","passed","2026-08-19","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-06-04","unknown","","","","",""
"","167753","create and delete price alert (BMW)","Price Alerts (iOS/Android)","2026-05-26","broken","2026-05-26","","","",""
"","259","VOP-1.4 VOP close button is present","VOP - SEPA (Android)","2026-08-10","passed","2026-08-10","","","",""
"","126212","Create physical card -> success","Physical card creation - Individual","2026-03-04","broken","2026-03-04","","","",""
"","4328","SSP-1.2 Select Salary, Stipend or Pension tile","Add Funds – Salary, Stipend or Pension","2026-09-04","passed","2026-09-04","","","",""
"","672","BCR-3.2 Verify Manage Cards screen is displayed","Business Cards - Relink Card to Existing Wallet","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Add Beneficiary - Another person","","2026-09-17","unknown","","","","",""
"","3827","BCAS-1.5 Dismiss popup","Business Cards - Admin Self-Assign Card Blocked","2026-08-05","passed","2026-08-05","","","",""
"","53811","HM-STORY-1.6 Verify Home screen layout remains stable","Home Screen - Storyly widget","2026-08-19","broken","2026-08-19","","","",""
"","10833","CARD-1.5 Re-enable card feature","Card Management - Joint account","2026-09-04","passed","2026-09-04","","","",""
"","40989","opens Cash Funds from Invest -> Discover","Cash Funds (iOS)","2026-04-20","passed","2026-04-20","","","",""
"","205","VOP-2.3 VOP screen shows the passed last name","VOP - Beneficiary Creation (Android)","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","167870","switches between available account types","Home Account Switch","2026-08-17","passed","2026-08-17","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","3763","P2P-1.3 Submit and verify success (Android)","Bank Transfer - P2P Individual","2026-09-17","passed","2026-09-17","","","",""
"","12331","AF-1.1 Open Add Funds from Home","Add Funds","2026-09-16","passed","2026-09-16","","","",""
"","70","adds instrument to watchlist (from existing list)","Watchlist (iOS)","2026-04-29","skipped","2026-04-29","","","",""
"","4","P2P-1.2 Review and slide to pay (iOS)","Bank Transfer - P2P Individual","2026-09-16","skipped","2026-09-16","","","",""
"","188","AFBT-2.5 Verify Wallet Manager screen loads successfully","Add Funds - Bank Transfer - Wallet Manager","2026-08-17","passed","2026-08-17","","","",""
"","42874","SWIFT-1.1 Open payment screen and fill amount (iOS)","Bank Transfer - SWIFT Individual","2026-09-17","passed","2026-09-17","","","",""
"","","""before all"" hook for Business Cards - Create and Terminate Own Virtual Card","","2026-07-31","unknown","","","","",""
"","4790","HM-STORY-1.3 Wait for Storyly widget on Home","Home Screen - Storyly widget","2026-08-19","passed","2026-08-19","","","",""
"","","""before all"" hook for Cross-Border Payment - SWIFT (Android)","","2026-09-04","unknown","","","","",""
"","95531","create and delete price alert (BMW)","Price Alerts (iOS/Android)","2026-04-29","broken","2026-04-29","","","",""
"","475361","Add beneficiary (Another person)","Add Beneficiary - Another person","2026-09-05","passed","2026-09-05","","","",""
"","17471","BCCL-2.4 Verify ""User card limit reached"" for physical cards (TC1747)","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-09-01","broken","2026-09-01","","","",""
"","6670","BCCL-2.2 Select Physical Card type","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-09-03","passed","2026-09-03","","","",""
"","21","SSP-1.5 Verify instruction screen shows IBAN, BIC and Bank Name fields","Add Funds – Salary, Stipend or Pension","2026-08-19","passed","2026-08-19","","","",""
"","16887","CARD-1.3 Open Card Security settings","Card Management - Joint account","2026-09-03","passed","2026-09-03","","","",""
"","1733","TX-1.4 Verify navigation to Transactions screen","Transactions","2026-08-20","passed","2026-08-20","","","",""
"","2122","HS-SA-1.4 Validate previous month spend","Home Screen - Spend Analytics","2026-08-19","passed","2026-08-19","","","",""
"","11091","AB-USD-1.3 Tap Add Beneficiary","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","","HM-STORY-1.9 Navigate between stories","Home Screen - Storyly widget","2026-08-19","unknown","","","","",""
"","10542","opens Cash Funds from Invest -> Discover","Cash Funds (Mobile)","2026-09-05","passed","2026-09-05","","","",""
"","","freezes and unfreezes an active physical card","Card freeze/unfreeze - Joint account","2026-08-17","unknown","","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Bank Transfer - SEPA Individual","","2026-09-16","unknown","","","","",""
"","404","3DS2-1.1 Login with active card account","3DS2 Authentication","2026-07-02","passed","2026-07-02","","","",""
"","46553","WL-1.3 Add an existing instrument and verify Watchlist updated","Watchlist (iOS/Android)","2026-09-05","passed","2026-09-05","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-04","unknown","","","","",""
"","","""before all"" hook for Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","","2026-09-04","unknown","","","","",""
"","4193","TX-2.3 Tap Show All from Recent Activity","Transactions","2026-08-20","passed","2026-08-20","","Business identity","",""
"","","""before all"" hook for Business Cards - Assign Physical card and lifecycle","","2026-06-25","unknown","","","","",""
"","14","3DS2-1.10 Verify countdown timer","3DS2 Authentication","2026-07-02","skipped","2026-07-02","","","",""
"","5783","BCNR-1.1 Open Cards tab","Business Cards - No-Rights User Add Card Blocked","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for Business Cards - Relink Card to Existing Wallet","","2026-09-01","unknown","","","","",""
"","4287","AB-USD-1.4 Select beneficiary type","Add Beneficiary - Another person (USD) - step by step","2026-08-19","passed","2026-08-19","","","",""
"","408","AFBT-2.8 Verify wallet balance is displayed","Add Funds - Bank Transfer - Wallet Manager","2026-08-19","passed","2026-08-19","","","",""
"","","""before all"" hook for Business Cards - Freeze/UnFreeze Other User Virtual Card","","2026-08-03","unknown","","","","",""
"","","""before all"" hook for Business Cards - Assign Physical card","","2026-08-20","unknown","","","","",""
"","162074","switches between available account types","Home Account Switch","2026-08-25","passed","2026-08-25","","","",""
"","17145","ABC-1.7 Verify success modal and close","Business Cards - Assign Physical card and lifecycle","2026-06-26","broken","2026-06-26","","","",""
"","4693","VOP-1.3 Close VOP sheet","VOP - SEPA (Android)","2026-09-01","passed","2026-09-01","","","",""
"","13371","CARD-1.4 View Card Transactions","Card Management - Joint account","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Home Screen - Individual","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-21","unknown","","","","",""
"","8782","BCT-2.6 Tap Continue to create the virtual card","Business Cards - Create and Terminate Own Virtual Card","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for Bank Transfer - SWIFT Individual","","2026-09-16","unknown","","","","",""
"","","""before all"" hook for Business identity","","2026-07-24","unknown","","","","",""
"","","""before all"" hook for Business Cards - Assign Physical card","","2026-08-20","unknown","","","","",""
"","27380","SEPA-1.2 Review and slide to pay (iOS)","Bank Transfer - SEPA Individual","2026-09-17","passed","2026-09-17","","","",""
"","54481","HM-STORY-1.4 Verify Storyly widget position","Home Screen - Storyly widget","2026-08-19","broken","2026-08-19","","","",""
"","55739","creates a new individual account through mobile verification","Onboarding - account creation","2026-08-17","failed","2026-08-17","","","",""
"","","""before all"" hook for Bank Transfer - SEPA Individual","","2026-09-16","unknown","","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","183348","Send SEPA by slide (11 EUR)","Bank Transfer - Individual - SEPA","2026-05-22","broken","2026-05-22","","","",""
"","443","BCR-3.5 Verify Select Wallet sheet is displayed","Business Cards - Relink Card to Existing Wallet","2026-09-04","passed","2026-09-04","","","",""
"","313826","creates, freezes and deletes a physical card","Physical card creation, freezing and deletion - Individual","2026-09-04","passed","2026-09-04","","","",""
"","45836","HM-STORY-1.3 Scroll Home screen if required","Home Screen - Storyly widget","2026-06-22","broken","2026-06-22","","","",""
"","42","creates, modifies, and cancels BMW buy order","Orders (iOS)","2026-04-29","skipped","2026-04-29","","","",""
"","","""before all"" hook for Business Cards - Assign Physical card and lifecycle","","2026-06-26","unknown","","","","",""
"","","""before all"" hook for Business Cards - Freeze/UnFreeze Other User Virtual Card","","2026-07-30","unknown","","","","",""
"","42","SSP-1.3 Select full salary preference","Add Funds – Salary, Stipend or Pension","2026-08-19","passed","2026-08-19","","","",""
"","172025","exchanges from EUR to Dollar wallet and verifies Exchanged to USD on home","FX Exchange","2026-05-28","passed","2026-05-28","","","",""
"","64331","PC-1.2 Open Cards, clean up existing card and select Physical (Android)","Physical card creation and blocking - Individual","2026-09-05","passed","2026-09-05","","","",""
"","2941","PO-1.1 Wait for Home","Orders (iOS/Android)","2026-09-17","passed","2026-09-17","","","",""
"","","Send SEPA by slide (11 EUR)","Bank Transfer - Individual - SEPA","2026-09-04","unknown","","","","",""
"","6779","BCCL-1.3 Select Virtual Card type","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-09-03","passed","2026-09-03","","","",""
"","17561","BCW-1.10 Enter wallet name ""AutoWallet_967889""","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-01","broken","2026-09-01","","","",""
"","33350","MPP-1.6 Verify plan fee displayed","My Price Plan","2026-08-19","broken","2026-08-19","","","",""
"","46285","adds instrument to watchlist (from existing list)","Watchlist (iOS/Android)","2026-07-28","passed","2026-07-28","","","",""
"","227","BCNR-1.4 Verify alert message content","Business Cards - No-Rights User Add Card Blocked","2026-09-03","passed","2026-09-03","","","",""
"","1030","AFBT-2.7 Verify wallet currency is displayed correctly","Add Funds - Bank Transfer - Wallet Manager","2026-08-25","passed","2026-08-25","","","",""
"","71025","Login flow -> Home Screen Verification","Matrix - Smoke","2026-06-06","passed","2026-06-06","","","",""
"","71222","should open Pay tab in Business context","BT | Bank Transfer - Business","2026-02-16","broken","2026-02-16","","","",""
"","","""before all"" hook for Portfolio (iOS/Android)","","2026-08-21","unknown","","","","",""
"","19796","ABC-1.5 Select Las Vegas assignee","Business Cards - Assign Physical card","2026-09-03","passed","2026-09-03","","","",""
"","246","TX-2.8 Verify no loading or navigation errors occur","Transactions","2026-08-20","passed","2026-08-20","","Business identity","",""
"","69892","ABS-1.2 Open Add Beneficiary, select Another person and country (Android)","Add Beneficiary - Another person","2026-09-05","passed","2026-09-05","","","",""
"","","""before all"" hook for Home Search - Individual","","2026-09-16","unknown","","","","",""
"","36","3DS2-1.4 Open 3DS2 challenge from push notification","3DS2 Authentication","2026-07-02","skipped","2026-07-02","","","",""
"","97184","O-1.5 Enter email, accept terms and save the pre-KYC test account","Onboarding - account creation","2026-09-05","broken","2026-09-05","","","",""
"","384","BCT-2.2 Verify Manage Cards screen is displayed","Business Cards - Create and Terminate Own Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","370","PD-1.3 Personal Details screen is visible (TC1535)","Personal Details — read-only verification (TC1535-1546)","2026-09-12","passed","2026-09-12","","","",""
"","","""before all"" hook for Card Management - Joint account","","2026-07-29","unknown","","","","",""
"","10920","P2P-1.2 Review and slide to pay (Android)","Bank Transfer - P2P Individual","2026-09-17","passed","2026-09-17","","","",""
"","32757","SA-1.1 Open Business account from the account selector","Home Account Switch","2026-09-05","passed","2026-09-05","","","",""
"","11816","FX-1.2 [Android] From wallet selector shows currency and available balance","FX Exchange","2026-08-11","broken","2026-08-11","","","",""
"","60135","Create virtual card -> success","Virtual card creation - Individual","2026-03-04","skipped","2026-03-04","","","",""
"","11477","BCT-2.6 Tap Continue to create the virtual card","Business Cards - Create and Terminate Own Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","6363","BCW-1.6 Open Select Wallet from Spend From","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","25275","SEPA-1.3 Verify transaction on Home (iOS)","Bank Transfer - SEPA Individual","2026-09-17","passed","2026-09-17","","","",""
"","18748","BCCL-1.5 Verify ""User Limit Reached"" for virtual cards (TC1745)","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-09-01","broken","2026-09-01","","","",""
"","","""before all"" hook for Business Cards - Relink Card to Existing Wallet","","2026-09-02","unknown","","","","",""
"","","""before all"" hook for Physical card creation and blocking - Individual","","2026-09-05","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-09-05","unknown","","","","",""
"","10511","CARD-1.5 Re-enable card feature","Card Management - Joint account","2026-09-03","passed","2026-09-03","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-05","unknown","","","","",""
"","","""before all"" hook for Add Beneficiary - Another person (USD) - step by step","","2026-09-04","unknown","","","","",""
"","","""before all"" hook for Watchlist (iOS/Android)","","2026-05-26","unknown","","","","",""
"","","""before all"" hook for Home Search - Individual","","2026-09-09","unknown","","","","",""
"","280818","creates, modifies, and cancels BMW buy order","Orders (iOS/Android)","2026-05-22","passed","2026-05-22","","","",""
"","","""before all"" hook for Orders (iOS)","","2026-04-24","unknown","","","","",""
"","","Send SWIFT by slide (11)","Bank Transfer - Individual - SWIFT","2026-06-04","unknown","","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-09-16","unknown","","","","",""
"","6547","SSP-1.2 Select Salary, Stipend or Pension tile","Add Funds – Salary, Stipend or Pension","2026-08-19","passed","2026-08-19","","","",""
"","25671","FX-1.4 Swap button reverses from/to wallets — EUR→USD becomes USD→EUR","FX Exchange","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-09-05","unknown","","","","",""
"","9658","BCAS-1.2 Tap Add Card","Business Cards - Admin Self-Assign Card Blocked","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-25","unknown","","","","",""
"","330","BCT-2.7 Verify card assigned successfully","Business Cards - Create and Terminate Own Virtual Card","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","38677","FX-1.5 [Android] EUR → GBP: exchange rate is calculated and displayed in to-amount field","FX Exchange","2026-08-13","passed","2026-08-13","","","",""
"","","""before all"" hook for Watchlist (iOS)","","2026-04-28","unknown","","","","",""
"","1753","FX-1.1 Exchange screen loads and exchange form is visible","FX Exchange","2026-08-13","passed","2026-08-13","","","",""
"","","""before all"" hook for Add Beneficiary - Another person","","2026-09-05","unknown","","","","",""
"","9726","HS-SA-1.6 Validate category breakdown","Home Screen - Spend Analytics","2026-09-04","skipped","2026-09-04","","","",""
"","131262","create and delete price alert (BMW)","Price Alerts (iOS/Android)","2026-06-09","passed","2026-06-09","","","",""
"","7393","opens portfolio page (from Invest)","Portfolio (iOS)","2026-04-22","passed","2026-04-22","","","",""
"","78318","opens 3.5% Simonds Farsons Cisk 2027 (via NEXT x2)","Portfolio (iOS/Android)","2026-05-22","passed","2026-05-22","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-09-16","unknown","","","","",""
"","11843","AB-USD-1.3 Tap Add Beneficiary","Add Beneficiary - Another person (USD) - step by step","2026-08-25","passed","2026-08-25","","","",""
"","559","CB-1.1 Bank transfer screen is displayed","Cross-Border Payment - SWIFT (Android)","2026-09-04","passed","2026-09-04","","","",""
"","957","AFBT-2.6 Verify all available wallets are displayed","Add Funds - Bank Transfer - Wallet Manager","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Cash Funds (Mobile)","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-09-04","unknown","","","","",""
"","30893","FX-1.6 EUR → CHF: to-amount recalculates when destination wallet changes","FX Exchange","2026-08-13","passed","2026-08-13","","","",""
"","465","MPP-1.1 Login and land on Home screen","My Price Plan","2026-08-19","passed","2026-08-19","","","",""
"","25024","AF-1.4 Continue to 3DS","Add Funds","2026-09-16","broken","2026-09-16","","","",""
"","1137","ABC-1.13 Verify created card was removed","Business Cards - Assign Physical card","2026-07-22","passed","2026-07-22","","","",""
"","27432","PC-1.6 Report and block the physical card (Android)","Physical card creation and blocking - Individual","2026-09-05","passed","2026-09-05","","","",""
